XsensPlugin_processed_segments_Right Foot_pose_qw;XsensPlugin_processed_segments_Right Foot_pose_qx;XsensPlugin_processed_segments_Right Foot_pose_qy;XsensPlugin_processed_segments_Right Foot_pose_qz;XsensPlugin_processed_segments_Right Foot_pose_tx;XsensPlugin_processed_segments_Right Foot_pose_ty;XsensPlugin_processed_segments_Right Foot_pose_tz;t
0.72959;0.0341685;0.0866737;0.67751;-0.844981;-0.677821;0.110621;3.08
0.72959;0.0341685;0.0866737;0.67751;-0.844981;-0.677821;0.110621;3.085
0.730941;0.0199131;0.0724315;0.678294;-0.844859;-0.682967;0.108979;3.09
0.730941;0.0199131;0.0724315;0.678294;-0.844859;-0.682967;0.108979;3.095
0.731651;0.0103933;0.0604558;0.678914;-0.844916;-0.68641;0.10761;3.1
0.731651;0.0103933;0.0604558;0.678914;-0.844916;-0.68641;0.10761;3.105
0.731651;0.0103933;0.0604558;0.678914;-0.844916;-0.68641;0.10761;3.11
0.731651;0.0103933;0.0604558;0.678914;-0.844916;-0.68641;0.10761;3.115
0.731795;0.00370219;0.0500549;0.679674;-0.845084;-0.688818;0.10654;3.12
0.731795;0.00370219;0.0500549;0.679674;-0.845084;-0.688818;0.10654;3.125
0.731795;0.00370219;0.0500549;0.679674;-0.845084;-0.688818;0.10654;3.13
0.731795;0.00370219;0.0500549;0.679674;-0.845084;-0.688818;0.10654;3.135
0.731856;-0.000987898;0.0408594;0.680232;-0.844938;-0.69074;0.105682;3.14
0.731856;-0.000987898;0.0408594;0.680232;-0.844938;-0.69074;0.105682;3.145
0.731856;-0.000987898;0.0408594;0.680232;-0.844938;-0.69074;0.105682;3.15
0.732034;-0.00333123;0.0324237;0.680488;-0.844122;-0.692307;0.105069;3.155
0.732034;-0.00333123;0.0324237;0.680488;-0.844122;-0.692307;0.105069;3.16
0.732034;-0.00333123;0.0324237;0.680488;-0.844122;-0.692307;0.105069;3.165
0.732202;-0.00367283;0.0251994;0.680612;-0.842991;-0.693388;0.104669;3.17
0.732202;-0.00367283;0.0251994;0.680612;-0.842991;-0.693388;0.104669;3.175
0.732202;-0.00367283;0.0251994;0.680612;-0.842991;-0.693388;0.104669;3.18
0.732329;-0.0038787;0.02016;0.680642;-0.842173;-0.694138;0.104292;3.185
0.732329;-0.0038787;0.02016;0.680642;-0.842173;-0.694138;0.104292;3.19
0.732329;-0.0038787;0.02016;0.680642;-0.842173;-0.694138;0.104292;3.195
0.732421;-0.00453824;0.0183434;0.68059;-0.841982;-0.6945;0.103848;3.2
0.732421;-0.00453824;0.0183434;0.68059;-0.841982;-0.6945;0.103848;3.205
0.732421;-0.00453824;0.0183434;0.68059;-0.841982;-0.6945;0.103848;3.21
0.732421;-0.00453824;0.0183434;0.68059;-0.841982;-0.6945;0.103848;3.215
0.73251;-0.00506226;0.0187131;0.680481;-0.842104;-0.694531;0.103427;3.22
0.73251;-0.00506226;0.0187131;0.680481;-0.842104;-0.694531;0.103427;3.225
0.73251;-0.00506226;0.0187131;0.680481;-0.842104;-0.694531;0.103427;3.23
0.73251;-0.00506226;0.0187131;0.680481;-0.842104;-0.694531;0.103427;3.235
0.732602;-0.0055491;0.0191297;0.680366;-0.842228;-0.69455;0.103122;3.24
0.732602;-0.0055491;0.0191297;0.680366;-0.842228;-0.69455;0.103122;3.245
0.732694;-0.00608848;0.0189601;0.680266;-0.842271;-0.694661;0.103001;3.25
0.732694;-0.00608848;0.0189601;0.680266;-0.842271;-0.694661;0.103001;3.255
0.732694;-0.00608848;0.0189601;0.680266;-0.842271;-0.694661;0.103001;3.26
0.732694;-0.00608848;0.0189601;0.680266;-0.842271;-0.694661;0.103001;3.265
0.73279;-0.00659069;0.0188375;0.680162;-0.842315;-0.694761;0.102995;3.27
0.73279;-0.00659069;0.0188375;0.680162;-0.842315;-0.694761;0.102995;3.275
0.73279;-0.00659069;0.0188375;0.680162;-0.842315;-0.694761;0.102995;3.28
0.73279;-0.00659069;0.0188375;0.680162;-0.842315;-0.694761;0.102995;3.285
0.732908;-0.00688495;0.0185228;0.68004;-0.842299;-0.694856;0.102988;3.29
