XsensPlugin_processed_segments_Left Foot_pose_qw;XsensPlugin_processed_segments_Left Foot_pose_qx;XsensPlugin_processed_segments_Left Foot_pose_qy;XsensPlugin_processed_segments_Left Foot_pose_qz;XsensPlugin_processed_segments_Left Foot_pose_tx;XsensPlugin_processed_segments_Left Foot_pose_ty;XsensPlugin_processed_segments_Left Foot_pose_tz;t
0.6637;-0.00449311;0.00667743;-0.747956;1.86766;-1.9677;0.103331;11.55
0.663945;-0.00365677;0.00675042;-0.747742;1.86755;-1.96758;0.103283;11.555
0.663945;-0.00365677;0.00675042;-0.747742;1.86755;-1.96758;0.103283;11.56
0.663945;-0.00365677;0.00675042;-0.747742;1.86755;-1.96758;0.103283;11.565
0.664205;-0.00264033;0.00693311;-0.747514;1.86739;-1.96745;0.103247;11.57
0.664205;-0.00264033;0.00693311;-0.747514;1.86739;-1.96745;0.103247;11.575
0.664205;-0.00264033;0.00693311;-0.747514;1.86739;-1.96745;0.103247;11.58
0.664341;-0.00154952;0.00709848;-0.747394;1.86724;-1.96731;0.103273;11.585
0.664341;-0.00154952;0.00709848;-0.747394;1.86724;-1.96731;0.103273;11.59
0.664341;-0.00154952;0.00709848;-0.747394;1.86724;-1.96731;0.103273;11.595
0.664341;-0.00154952;0.00709848;-0.747394;1.86724;-1.96731;0.103273;11.6
0.664307;-0.000499479;0.00721922;-0.747425;1.86711;-1.96719;0.103332;11.605
0.664307;-0.000499479;0.00721922;-0.747425;1.86711;-1.96719;0.103332;11.61
0.664307;-0.000499479;0.00721922;-0.747425;1.86711;-1.96719;0.103332;11.615
0.664149;0.000624927;0.00732264;-0.747564;1.86698;-1.96706;0.103453;11.62
0.664149;0.000624927;0.00732264;-0.747564;1.86698;-1.96706;0.103453;11.625
0.664149;0.000624927;0.00732264;-0.747564;1.86698;-1.96706;0.103453;11.63
0.664149;0.000624927;0.00732264;-0.747564;1.86698;-1.96706;0.103453;11.635
0.663874;0.00206341;0.00736367;-0.747805;1.86685;-1.96685;0.10378;11.64
0.663874;0.00206341;0.00736367;-0.747805;1.86685;-1.96685;0.10378;11.645
0.663874;0.00206341;0.00736367;-0.747805;1.86685;-1.96685;0.10378;11.65
0.663455;0.0037787;0.00744097;-0.748169;1.86673;-1.96655;0.104352;11.655
0.663455;0.0037787;0.00744097;-0.748169;1.86673;-1.96655;0.104352;11.66
0.663455;0.0037787;0.00744097;-0.748169;1.86673;-1.96655;0.104352;11.665
0.662917;0.00580805;0.00745586;-0.748633;1.8666;-1.96617;0.105131;11.67
0.662917;0.00580805;0.00745586;-0.748633;1.8666;-1.96617;0.105131;11.675
0.662917;0.00580805;0.00745586;-0.748633;1.8666;-1.96617;0.105131;11.68
0.662917;0.00580805;0.00745586;-0.748633;1.8666;-1.96617;0.105131;11.685
0.662332;0.0085029;0.00706724;-0.749129;1.86644;-1.96562;0.106144;11.69
0.662332;0.0085029;0.00706724;-0.749129;1.86644;-1.96562;0.106144;11.695
0.661728;0.0115349;0.00632371;-0.749629;1.86627;-1.96497;0.107269;11.7
0.661728;0.0115349;0.00632371;-0.749629;1.86627;-1.96497;0.107269;11.705
0.661728;0.0115349;0.00632371;-0.749629;1.86627;-1.96497;0.107269;11.71
0.661728;0.0115349;0.00632371;-0.749629;1.86627;-1.96497;0.107269;11.715
0.66107;0.0152322;0.00517661;-0.750151;1.86607;-1.96416;0.108629;11.72
0.66107;0.0152322;0.00517661;-0.750151;1.86607;-1.96416;0.108629;11.725
0.66107;0.0152322;0.00517661;-0.750151;1.86607;-1.96416;0.108629;11.73
0.660325;0.0209308;0.00313886;-0.750681;1.86565;-1.96286;0.110616;11.735
0.660325;0.0209308;0.00313886;-0.750681;1.86565;-1.96286;0.110616;11.74
0.660325;0.0209308;0.00313886;-0.750681;1.86565;-1.96286;0.110616;11.745
0.659335;0.0289883;0.000444182;-0.75129;1.86499;-1.9611;0.113363;11.75
0.659335;0.0289883;0.000444182;-0.75129;1.86499;-1.9611;0.113363;11.755
0.659335;0.0289883;0.000444182;-0.75129;1.86499;-1.9611;0.113363;11.76
0.659335;0.0289883;0.000444182;-0.75129;1.86499;-1.9611;0.113363;11.765
0.658192;0.039044;-0.00314111;-0.751831;1.86411;-1.95886;0.116738;11.77
0.658192;0.039044;-0.00314111;-0.751831;1.86411;-1.95886;0.116738;11.775
0.658192;0.039044;-0.00314111;-0.751831;1.86411;-1.95886;0.116738;11.78
0.658192;0.039044;-0.00314111;-0.751831;1.86411;-1.95886;0.116738;11.785
0.657195;0.0513545;-0.00880461;-0.751918;1.86297;-1.9558;0.120744;11.79
0.657195;0.0513545;-0.00880461;-0.751918;1.86297;-1.9558;0.120744;11.795
0.657195;0.0513545;-0.00880461;-0.751918;1.86297;-1.9558;0.120744;11.8
0.656428;0.0664914;-0.017152;-0.751257;1.86145;-1.95175;0.125536;11.805
0.656428;0.0664914;-0.017152;-0.751257;1.86145;-1.95175;0.125536;11.81
0.656428;0.0664914;-0.017152;-0.751257;1.86145;-1.95175;0.125536;11.815
0.655612;0.0838601;-0.0275709;-0.74992;1.85966;-1.94689;0.130959;11.82
0.655612;0.0838601;-0.0275709;-0.74992;1.85966;-1.94689;0.130959;11.825
0.655612;0.0838601;-0.0275709;-0.74992;1.85966;-1.94689;0.130959;11.83
0.655612;0.0838601;-0.0275709;-0.74992;1.85966;-1.94689;0.130959;11.835
0.654528;0.101967;-0.0394188;-0.748092;1.85784;-1.94133;0.136558;11.84
0.654528;0.101967;-0.0394188;-0.748092;1.85784;-1.94133;0.136558;11.845
0.654528;0.101967;-0.0394188;-0.748092;1.85784;-1.94133;0.136558;11.85
0.653061;0.120652;-0.0530833;-0.745746;1.85608;-1.93493;0.142341;11.855
0.653061;0.120652;-0.0530833;-0.745746;1.85608;-1.93493;0.142341;11.86
0.653061;0.120652;-0.0530833;-0.745746;1.85608;-1.93493;0.142341;11.865
0.651193;0.140036;-0.0681554;-0.74276;1.85429;-1.92784;0.148298;11.87
0.651193;0.140036;-0.0681554;-0.74276;1.85429;-1.92784;0.148298;11.875
0.651193;0.140036;-0.0681554;-0.74276;1.85429;-1.92784;0.148298;11.88
0.648999;0.159064;-0.0828023;-0.739353;1.85245;-1.92062;0.153949;11.885
0.648999;0.159064;-0.0828023;-0.739353;1.85245;-1.92062;0.153949;11.89
0.648999;0.159064;-0.0828023;-0.739353;1.85245;-1.92062;0.153949;11.895
0.646605;0.177576;-0.0964834;-0.735567;1.85049;-1.91339;0.159151;11.9
0.646605;0.177576;-0.0964834;-0.735567;1.85049;-1.91339;0.159151;11.905
0.646605;0.177576;-0.0964834;-0.735567;1.85049;-1.91339;0.159151;11.91
0.646605;0.177576;-0.0964834;-0.735567;1.85049;-1.91339;0.159151;11.915
0.643944;0.195725;-0.10973;-0.731429;1.84847;-1.90604;0.164046;11.92
0.643944;0.195725;-0.10973;-0.731429;1.84847;-1.90604;0.164046;11.925
0.643944;0.195725;-0.10973;-0.731429;1.84847;-1.90604;0.164046;11.93
0.643944;0.195725;-0.10973;-0.731429;1.84847;-1.90604;0.164046;11.935
0.640909;0.21296;-0.122332;-0.727268;1.84658;-1.89885;0.168579;11.94
0.640909;0.21296;-0.122332;-0.727268;1.84658;-1.89885;0.168579;11.945
0.637551;0.22912;-0.134046;-0.723232;1.84484;-1.89192;0.172733;11.95
0.637551;0.22912;-0.134046;-0.723232;1.84484;-1.89192;0.172733;11.955
0.637551;0.22912;-0.134046;-0.723232;1.84484;-1.89192;0.172733;11.96
0.637551;0.22912;-0.134046;-0.723232;1.84484;-1.89192;0.172733;11.965
0.633915;0.244381;-0.14512;-0.719284;1.84322;-1.88515;0.176525;11.97
0.633915;0.244381;-0.14512;-0.719284;1.84322;-1.88515;0.176525;11.975
0.633915;0.244381;-0.14512;-0.719284;1.84322;-1.88515;0.176525;11.98
0.633915;0.244381;-0.14512;-0.719284;1.84322;-1.88515;0.176525;11.985
0.629902;0.258707;-0.156092;-0.715493;1.84188;-1.87848;0.179952;11.99
0.629902;0.258707;-0.156092;-0.715493;1.84188;-1.87848;0.179952;11.995
0.629902;0.258707;-0.156092;-0.715493;1.84188;-1.87848;0.179952;12
0.62546;0.271954;-0.167309;-0.711933;1.84094;-1.87188;0.182991;12.005
0.62546;0.271954;-0.167309;-0.711933;1.84094;-1.87188;0.182991;12.01
0.62546;0.271954;-0.167309;-0.711933;1.84094;-1.87188;0.182991;12.015
0.62069;0.284275;-0.178427;-0.708587;1.84028;-1.86538;0.185664;12.02
0.62069;0.284275;-0.178427;-0.708587;1.84028;-1.86538;0.185664;12.025
0.62069;0.284275;-0.178427;-0.708587;1.84028;-1.86538;0.185664;12.03
0.615708;0.296076;-0.188941;-0.705368;1.83967;-1.8591;0.188039;12.035
0.615708;0.296076;-0.188941;-0.705368;1.83967;-1.8591;0.188039;12.04
0.615708;0.296076;-0.188941;-0.705368;1.83967;-1.8591;0.188039;12.045
0.610541;0.307559;-0.198711;-0.702254;1.83902;-1.85302;0.190126;12.05
0.610541;0.307559;-0.198711;-0.702254;1.83902;-1.85302;0.190126;12.055
0.610541;0.307559;-0.198711;-0.702254;1.83902;-1.85302;0.190126;12.06
0.610541;0.307559;-0.198711;-0.702254;1.83902;-1.85302;0.190126;12.065
0.605207;0.318535;-0.207884;-0.699317;1.83841;-1.84714;0.191914;12.07
0.605207;0.318535;-0.207884;-0.699317;1.83841;-1.84714;0.191914;12.075
0.605207;0.318535;-0.207884;-0.699317;1.83841;-1.84714;0.191914;12.08
0.605207;0.318535;-0.207884;-0.699317;1.83841;-1.84714;0.191914;12.085
0.599806;0.328831;-0.216394;-0.696618;1.83788;-1.84159;0.193442;12.09
0.599806;0.328831;-0.216394;-0.696618;1.83788;-1.84159;0.193442;12.095
0.599806;0.328831;-0.216394;-0.696618;1.83788;-1.84159;0.193442;12.1
0.594347;0.338467;-0.224149;-0.694225;1.83739;-1.83639;0.194695;12.105
0.594347;0.338467;-0.224149;-0.694225;1.83739;-1.83639;0.194695;12.11
0.594347;0.338467;-0.224149;-0.694225;1.83739;-1.83639;0.194695;12.115
0.58887;0.347445;-0.231254;-0.692124;1.83696;-1.83151;0.195688;12.12
0.58887;0.347445;-0.231254;-0.692124;1.83696;-1.83151;0.195688;12.125
0.58887;0.347445;-0.231254;-0.692124;1.83696;-1.83151;0.195688;12.13
0.58887;0.347445;-0.231254;-0.692124;1.83696;-1.83151;0.195688;12.135
0.583529;0.355567;-0.237941;-0.690254;1.83667;-1.82696;0.196504;12.14
0.583529;0.355567;-0.237941;-0.690254;1.83667;-1.82696;0.196504;12.145
0.578471;0.362596;-0.244383;-0.688602;1.8366;-1.82278;0.197134;12.15
0.578471;0.362596;-0.244383;-0.688602;1.8366;-1.82278;0.197134;12.155
0.578471;0.362596;-0.244383;-0.688602;1.8366;-1.82278;0.197134;12.16
0.578471;0.362596;-0.244383;-0.688602;1.8366;-1.82278;0.197134;12.165
0.573588;0.368791;-0.25042;-0.687226;1.83666;-1.81893;0.197587;12.17
0.573588;0.368791;-0.25042;-0.687226;1.83666;-1.81893;0.197587;12.175
0.573588;0.368791;-0.25042;-0.687226;1.83666;-1.81893;0.197587;12.18
0.568649;0.374699;-0.255781;-0.68616;1.83669;-1.81535;0.197975;12.185
0.568649;0.374699;-0.255781;-0.68616;1.83669;-1.81535;0.197975;12.19
0.568649;0.374699;-0.255781;-0.68616;1.83669;-1.81535;0.197975;12.195
0.568649;0.374699;-0.255781;-0.68616;1.83669;-1.81535;0.197975;12.2
0.563426;0.380664;-0.260248;-0.685505;1.8366;-1.81202;0.198335;12.205
0.563426;0.380664;-0.260248;-0.685505;1.8366;-1.81202;0.198335;12.21
0.563426;0.380664;-0.260248;-0.685505;1.8366;-1.81202;0.198335;12.215
0.558163;0.386351;-0.264045;-0.685177;1.83649;-1.80896;0.19863;12.22
0.558163;0.386351;-0.264045;-0.685177;1.83649;-1.80896;0.19863;12.225
0.558163;0.386351;-0.264045;-0.685177;1.83649;-1.80896;0.19863;12.23
