XsensPlugin_processed_segments_Right Foot_pose_qw;XsensPlugin_processed_segments_Right Foot_pose_qx;XsensPlugin_processed_segments_Right Foot_pose_qy;XsensPlugin_processed_segments_Right Foot_pose_qz;XsensPlugin_processed_segments_Right Foot_pose_tx;XsensPlugin_processed_segments_Right Foot_pose_ty;XsensPlugin_processed_segments_Right Foot_pose_tz;t
0.950493;-0.00738022;0.00571368;0.310604;4.09532;-5.02001;0.102857;2.98
0.950493;-0.00738022;0.00571368;0.310604;4.09532;-5.02001;0.102857;2.985
0.950493;-0.00738022;0.00571368;0.310604;4.09532;-5.02001;0.102857;2.99
0.950493;-0.00738022;0.00571368;0.310604;4.09532;-5.02001;0.102857;2.995
0.950493;-0.00738022;0.00571368;0.310604;4.09532;-5.02001;0.102857;3
0.950493;-0.00738022;0.00571368;0.310604;4.09532;-5.02001;0.102857;3.005
0.950493;-0.00738022;0.00571368;0.310604;4.09532;-5.02001;0.102857;3.01
0.950493;-0.00738022;0.00571368;0.310604;4.09532;-5.02001;0.102857;3.015
0.950493;-0.00738022;0.00571368;0.310604;4.09532;-5.02001;0.102857;3.02
0.950493;-0.00738022;0.00571368;0.310604;4.09532;-5.02001;0.102857;3.025
0.950493;-0.00738022;0.00571368;0.310604;4.09532;-5.02001;0.102857;3.03
0.950493;-0.00738022;0.00571368;0.310604;4.09532;-5.02001;0.102857;3.035
0.950493;-0.00738022;0.00571368;0.310604;4.09532;-5.02001;0.102857;3.04
0.950493;-0.00738022;0.00571368;0.310604;4.09532;-5.02001;0.102857;3.045
0.950493;-0.00738022;0.00571368;0.310604;4.09532;-5.02001;0.102857;3.05
0.950493;-0.00738022;0.00571368;0.310604;4.09532;-5.02001;0.102857;3.055
0.950493;-0.00738022;0.00571368;0.310604;4.09532;-5.02001;0.102857;3.06
0.950493;-0.00738022;0.00571368;0.310604;4.09532;-5.02001;0.102857;3.065
0.950493;-0.00738022;0.00571368;0.310604;4.09532;-5.02001;0.102857;3.07
0.950493;-0.00738022;0.00571368;0.310604;4.09532;-5.02001;0.102857;3.075
0.950493;-0.00738022;0.00571368;0.310604;4.09532;-5.02001;0.102857;3.08
0.950493;-0.00738022;0.00571368;0.310604;4.09532;-5.02001;0.102857;3.085
0.950493;-0.00738022;0.00571368;0.310604;4.09532;-5.02001;0.102857;3.09
0.950493;-0.00738022;0.00571368;0.310604;4.09532;-5.02001;0.102857;3.095
0.950493;-0.00738022;0.00571368;0.310604;4.09532;-5.02001;0.102857;3.1
0.950493;-0.00738022;0.00571368;0.310604;4.09532;-5.02001;0.102857;3.105
0.950493;-0.00738022;0.00571368;0.310604;4.09532;-5.02001;0.102857;3.11
0.950493;-0.00738022;0.00571368;0.310604;4.09532;-5.02001;0.102857;3.115
0.950493;-0.00738022;0.00571368;0.310604;4.09532;-5.02001;0.102857;3.12
0.950493;-0.00738022;0.00571368;0.310604;4.09532;-5.02001;0.102857;3.125
0.950493;-0.00738022;0.00571368;0.310604;4.09532;-5.02001;0.102857;3.13
0.915929;0.0133049;-4.82059e-05;0.40112;-1.33018;1.05266;0.104035;3.135
0.915929;0.0133049;-4.82059e-05;0.40112;-1.33018;1.05266;0.104035;3.14
0.915929;0.0133049;-4.82059e-05;0.40112;-1.33018;1.05266;0.104035;3.145
0.915929;0.0133049;-4.82059e-05;0.40112;-1.33018;1.05266;0.104035;3.15
0.915967;0.0138264;0.000378377;0.401016;-1.33042;1.05261;0.104154;3.155
0.915967;0.0138264;0.000378377;0.401016;-1.33042;1.05261;0.104154;3.16
0.915967;0.0138264;0.000378377;0.401016;-1.33042;1.05261;0.104154;3.165
0.91598;0.0136323;0.00081391;0.400992;-1.33066;1.05249;0.104255;3.17
0.91598;0.0136323;0.00081391;0.400992;-1.33066;1.05249;0.104255;3.175
0.91598;0.0136323;0.00081391;0.400992;-1.33066;1.05249;0.104255;3.18
0.915944;0.012067;0.00144309;0.401123;-1.33093;1.05224;0.104288;3.185
0.915944;0.012067;0.00144309;0.401123;-1.33093;1.05224;0.104288;3.19
0.915944;0.012067;0.00144309;0.401123;-1.33093;1.05224;0.104288;3.195
0.915944;0.012067;0.00144309;0.401123;-1.33093;1.05224;0.104288;3.2
0.915878;0.00978591;0.0020812;0.401333;-1.33119;1.05193;0.104302;3.205
0.915878;0.00978591;0.0020812;0.401333;-1.33119;1.05193;0.104302;3.21
0.915878;0.00978591;0.0020812;0.401333;-1.33119;1.05193;0.104302;3.215
0.91583;0.00804005;0.00218314;0.40148;-1.33131;1.05166;0.104423;3.22
0.91583;0.00804005;0.00218314;0.40148;-1.33131;1.05166;0.104423;3.225
0.91583;0.00804005;0.00218314;0.40148;-1.33131;1.05166;0.104423;3.23
0.915806;0.00759538;0.0016369;0.401546;-1.33123;1.05155;0.104628;3.235
0.915806;0.00759538;0.0016369;0.401546;-1.33123;1.05155;0.104628;3.24
0.915806;0.00759538;0.0016369;0.401546;-1.33123;1.05155;0.104628;3.245
0.915806;0.00759538;0.0016369;0.401546;-1.33123;1.05155;0.104628;3.25
0.915804;0.00768599;0.000554492;0.401552;-1.33101;1.05148;0.10494;3.255
0.915804;0.00768599;0.000554492;0.401552;-1.33101;1.05148;0.10494;3.26
0.915804;0.00768599;0.000554492;0.401552;-1.33101;1.05148;0.10494;3.265
0.915865;0.0072651;-0.00127322;0.401418;-1.33071;1.05121;0.105553;3.27
0.915865;0.0072651;-0.00127322;0.401418;-1.33071;1.05121;0.105553;3.275
0.915865;0.0072651;-0.00127322;0.401418;-1.33071;1.05121;0.105553;3.28
0.916024;0.00633886;-0.00371761;0.401056;-1.33037;1.05074;0.106433;3.285
0.916024;0.00633886;-0.00371761;0.401056;-1.33037;1.05074;0.106433;3.29
0.916024;0.00633886;-0.00371761;0.401056;-1.33037;1.05074;0.106433;3.295
0.916024;0.00633886;-0.00371761;0.401056;-1.33037;1.05074;0.106433;3.3
0.916236;0.00490104;-0.00690725;0.400551;-1.32994;1.05006;0.107614;3.305
0.916236;0.00490104;-0.00690725;0.400551;-1.32994;1.05006;0.107614;3.31
0.916236;0.00490104;-0.00690725;0.400551;-1.32994;1.05006;0.107614;3.315
0.916408;0.00188625;-0.011437;0.400078;-1.32937;1.04894;0.109396;3.32
0.916408;0.00188625;-0.011437;0.400078;-1.32937;1.04894;0.109396;3.325
0.916408;0.00188625;-0.011437;0.400078;-1.32937;1.04894;0.109396;3.33
0.916493;-0.00320041;-0.0171083;0.399672;-1.32876;1.04735;0.111824;3.335
0.916493;-0.00320041;-0.0171083;0.399672;-1.32876;1.04735;0.111824;3.34
0.916493;-0.00320041;-0.0171083;0.399672;-1.32876;1.04735;0.111824;3.345
0.916493;-0.00320041;-0.0171083;0.399672;-1.32876;1.04735;0.111824;3.35
0.916465;-0.00986367;-0.0241183;0.399266;-1.328;1.04532;0.114854;3.355
0.916465;-0.00986367;-0.0241183;0.399266;-1.328;1.04532;0.114854;3.36
0.916465;-0.00986367;-0.0241183;0.399266;-1.328;1.04532;0.114854;3.365
0.916218;-0.0176831;-0.0336536;0.398873;-1.32672;1.04271;0.118652;3.37
0.916218;-0.0176831;-0.0336536;0.398873;-1.32672;1.04271;0.118652;3.375
0.916218;-0.0176831;-0.0336536;0.398873;-1.32672;1.04271;0.118652;3.38
0.916218;-0.0176831;-0.0336536;0.398873;-1.32672;1.04271;0.118652;3.385
0.915673;-0.0264867;-0.0452468;0.39849;-1.32506;1.03968;0.123275;3.39
0.915673;-0.0264867;-0.0452468;0.39849;-1.32506;1.03968;0.123275;3.395
0.915673;-0.0264867;-0.0452468;0.39849;-1.32506;1.03968;0.123275;3.4
0.914721;-0.0364396;-0.0593542;0.398038;-1.32288;1.03607;0.128666;3.405
0.914721;-0.0364396;-0.0593542;0.398038;-1.32288;1.03607;0.128666;3.41
0.914721;-0.0364396;-0.0593542;0.398038;-1.32288;1.03607;0.128666;3.415
0.91306;-0.0476198;-0.0785355;0.397349;-1.31934;1.03129;0.134819;3.42
0.91306;-0.0476198;-0.0785355;0.397349;-1.31934;1.03129;0.134819;3.425
0.91306;-0.0476198;-0.0785355;0.397349;-1.31934;1.03129;0.134819;3.43
0.910323;-0.0598234;-0.104136;0.396092;-1.31398;1.02522;0.141943;3.435
0.910323;-0.0598234;-0.104136;0.396092;-1.31398;1.02522;0.141943;3.44
0.910323;-0.0598234;-0.104136;0.396092;-1.31398;1.02522;0.141943;3.445
0.910323;-0.0598234;-0.104136;0.396092;-1.31398;1.02522;0.141943;3.45
0.906117;-0.0731973;-0.13471;0.394267;-1.30726;1.01798;0.149828;3.455
0.906117;-0.0731973;-0.13471;0.394267;-1.30726;1.01798;0.149828;3.46
0.906117;-0.0731973;-0.13471;0.394267;-1.30726;1.01798;0.149828;3.465
0.89999;-0.0883346;-0.168599;0.392159;-1.29975;1.00932;0.15784;3.47
0.89999;-0.0883346;-0.168599;0.392159;-1.29975;1.00932;0.15784;3.475
0.89999;-0.0883346;-0.168599;0.392159;-1.29975;1.00932;0.15784;3.48
0.891216;-0.105953;-0.207469;0.389184;-1.29181;0.998747;0.165755;3.485
0.891216;-0.105953;-0.207469;0.389184;-1.29181;0.998747;0.165755;3.49
0.891216;-0.105953;-0.207469;0.389184;-1.29181;0.998747;0.165755;3.495
0.891216;-0.105953;-0.207469;0.389184;-1.29181;0.998747;0.165755;3.5
0.879524;-0.125178;-0.249335;0.385487;-1.28308;0.986752;0.173797;3.505
0.879524;-0.125178;-0.249335;0.385487;-1.28308;0.986752;0.173797;3.51
0.879524;-0.125178;-0.249335;0.385487;-1.28308;0.986752;0.173797;3.515
0.866084;-0.144298;-0.287241;0.382844;-1.27314;0.974538;0.181995;3.52
0.866084;-0.144298;-0.287241;0.382844;-1.27314;0.974538;0.181995;3.525
0.866084;-0.144298;-0.287241;0.382844;-1.27314;0.974538;0.181995;3.53
0.866084;-0.144298;-0.287241;0.382844;-1.27314;0.974538;0.181995;3.535
